goal_image,steering_user_id,reference_prompt,reference_seed,model,attempt,generated_image,prompt,seed,dreamsim
https://storage.googleapis.com/promptsteering/95281664-483c-4d79-8ffb-52c37f46d547.png,5b09da13641b1200010eab05,"A stone cottage with a Cotswold stone roof and a large green lawn in front of it. There is a gravel driveway to the left of the lawn and a stone wall to the right. In the background, there are some trees. The image has a warm and inviting atmosphere.",204728088,sd3.5-large-turbo,1,https://storage.googleapis.com/promptsteering/46bd615b-1e7b-4664-acab-eff418d0b1aa.png,cottage house on farmland with bushes in front and a stone wall on the right,204728088,0.7157290577888489
https://storage.googleapis.com/promptsteering/95281664-483c-4d79-8ffb-52c37f46d547.png,5b09da13641b1200010eab05,"A stone cottage with a Cotswold stone roof and a large green lawn in front of it. There is a gravel driveway to the left of the lawn and a stone wall to the right. In the background, there are some trees. The image has a warm and inviting atmosphere.",204728088,sd3.5-large-turbo,2,https://storage.googleapis.com/promptsteering/1b3bc873-3fee-4ba1-bd62-4a0784b76126.png,cottage house on farmland with bushes in front and a stone wall on the right and trees in the background. the main door is on the left and there is a gravel and dirt path leading up to it,204728088,0.7499421834945679
https://storage.googleapis.com/promptsteering/95281664-483c-4d79-8ffb-52c37f46d547.png,5b09da13641b1200010eab05,"A stone cottage with a Cotswold stone roof and a large green lawn in front of it. There is a gravel driveway to the left of the lawn and a stone wall to the right. In the background, there are some trees. The image has a warm and inviting atmosphere.",204728088,sd3.5-large-turbo,3,https://storage.googleapis.com/promptsteering/138ac936-aa89-4ed4-820a-37b1218ef5a1.png,cottage house on farmland with small green and red bushes in front and a stone wall on the right and trees behind. the main door is on the left and there is a gravel and dirt path leading up to it. the lawn is freshly mowed.,204728088,0.7655559182167053
https://storage.googleapis.com/promptsteering/95281664-483c-4d79-8ffb-52c37f46d547.png,5b09da13641b1200010eab05,"A stone cottage with a Cotswold stone roof and a large green lawn in front of it. There is a gravel driveway to the left of the lawn and a stone wall to the right. In the background, there are some trees. The image has a warm and inviting atmosphere.",204728088,sd3.5-large-turbo,4,https://storage.googleapis.com/promptsteering/84a008a2-43b3-4e0f-8e1c-9c0bd78bc574.png,"cottage house on farmland with small green and red bushes in front and trees behind. the main door is on the left and there is a gravel and dirt path leading up to it. there are 3 windows. the lawn is freshly mowed, and there is a stone wall on the right.",204728088,0.743873655796051
https://storage.googleapis.com/promptsteering/95281664-483c-4d79-8ffb-52c37f46d547.png,5b09da13641b1200010eab05,"A stone cottage with a Cotswold stone roof and a large green lawn in front of it. There is a gravel driveway to the left of the lawn and a stone wall to the right. In the background, there are some trees. The image has a warm and inviting atmosphere.",204728088,sd3.5-large-turbo,5,https://storage.googleapis.com/promptsteering/bb70b7a4-0d9a-4530-a3ed-27aad72e571d.png,"cottage house on farmland with small green and red bushes in front and trees behind. the main door is on the left and there is a gravel and dirt path leading up to it. there are 3 small windows. the lawn is freshly mowed, and there is a stone wall to the right of the house.",204728088,0.7332147359848022
https://storage.googleapis.com/promptsteering/a5e8ac81-2fcc-4367-b0dc-5d4d673af910.png,5b09da13641b1200010eab05,"Superman holding a seemingly dead Batman in his arms. Superman is looking up towards the sky and appears to be screaming. There are several other superheroes standing behind Superman. Wonder Woman, Green Lantern, Martian Manhunter, Hawkman, Cyborg and the Flash are all present. The background shows a bright, yellow light that appears to be the source of a great energy. The sky is filled with clouds and lightning. The foreground shows a rocky landscape with large boulders. The characters are all drawn in a realistic style. Their poses suggest that they are all in a state of shock and grief.",4207189636,sd3.5-large-turbo,1,https://storage.googleapis.com/promptsteering/bfc0b193-def2-411e-9827-47897b68a3b8.png,"The justice league with superman in front, green lantern is in a batman costume, there are 2 of the flash and aquaman is genderbent",4207189636,0.6926558613777161
https://storage.googleapis.com/promptsteering/a5e8ac81-2fcc-4367-b0dc-5d4d673af910.png,5b09da13641b1200010eab05,"Superman holding a seemingly dead Batman in his arms. Superman is looking up towards the sky and appears to be screaming. There are several other superheroes standing behind Superman. Wonder Woman, Green Lantern, Martian Manhunter, Hawkman, Cyborg and the Flash are all present. The background shows a bright, yellow light that appears to be the source of a great energy. The sky is filled with clouds and lightning. The foreground shows a rocky landscape with large boulders. The characters are all drawn in a realistic style. Their poses suggest that they are all in a state of shock and grief.",4207189636,sd3.5-large-turbo,2,https://storage.googleapis.com/promptsteering/235dd0f3-d0d5-4c3d-a4e0-0aa3f84f42e7.png,"The justice league with superman leading. On the right, is the 2 of the flash. On the right is Wonder Woman, genderbent Aquaman, and Green Lantern in a batman costume.",4207189636,0.8448780179023743
https://storage.googleapis.com/promptsteering/a5e8ac81-2fcc-4367-b0dc-5d4d673af910.png,5b09da13641b1200010eab05,"Superman holding a seemingly dead Batman in his arms. Superman is looking up towards the sky and appears to be screaming. There are several other superheroes standing behind Superman. Wonder Woman, Green Lantern, Martian Manhunter, Hawkman, Cyborg and the Flash are all present. The background shows a bright, yellow light that appears to be the source of a great energy. The sky is filled with clouds and lightning. The foreground shows a rocky landscape with large boulders. The characters are all drawn in a realistic style. Their poses suggest that they are all in a state of shock and grief.",4207189636,sd3.5-large-turbo,3,https://storage.googleapis.com/promptsteering/85d89870-130f-4a0f-841c-8844f0731379.png,"The justice league with superman leading. To his left, is the 2 of the flash. On his right is Wonder Woman, genderbent Aquaman, and Green Lantern in a batman costume.",4207189636,0.8629889488220215
https://storage.googleapis.com/promptsteering/a5e8ac81-2fcc-4367-b0dc-5d4d673af910.png,5b09da13641b1200010eab05,"Superman holding a seemingly dead Batman in his arms. Superman is looking up towards the sky and appears to be screaming. There are several other superheroes standing behind Superman. Wonder Woman, Green Lantern, Martian Manhunter, Hawkman, Cyborg and the Flash are all present. The background shows a bright, yellow light that appears to be the source of a great energy. The sky is filled with clouds and lightning. The foreground shows a rocky landscape with large boulders. The characters are all drawn in a realistic style. Their poses suggest that they are all in a state of shock and grief.",4207189636,sd3.5-large-turbo,4,https://storage.googleapis.com/promptsteering/ccc89c15-e00f-4b8c-a121-f7dadc6a316d.png,"7 members of the justice league with superman leading. To his left, is the 2 of the flash. On his right is Wonder Woman, genderbent Aquaman, Green Lantern in a batman costume, and slightly out of frame is Red Tornado.",4207189636,0.7729431986808777
https://storage.googleapis.com/promptsteering/a5e8ac81-2fcc-4367-b0dc-5d4d673af910.png,5b09da13641b1200010eab05,"Superman holding a seemingly dead Batman in his arms. Superman is looking up towards the sky and appears to be screaming. There are several other superheroes standing behind Superman. Wonder Woman, Green Lantern, Martian Manhunter, Hawkman, Cyborg and the Flash are all present. The background shows a bright, yellow light that appears to be the source of a great energy. The sky is filled with clouds and lightning. The foreground shows a rocky landscape with large boulders. The characters are all drawn in a realistic style. Their poses suggest that they are all in a state of shock and grief.",4207189636,sd3.5-large-turbo,5,https://storage.googleapis.com/promptsteering/c6489824-01e8-4176-87a0-8802779128a3.png,"7 members of the justice league with superman leading. To his left, is the 2 of the flash. On his right is Wonder Woman, genderbent Aquaman, Green Lantern in a batman costume, and slightly out of frame is Red Tornado. Cartoon style, medium-low angle shot.",4207189636,0.8772890567779541
https://storage.googleapis.com/promptsteering/1b0e7202-8cf5-4dcf-ab56-4ebeba2fd287.png,66912a7e9800510e2a64db7c,"A white vinyl record with a black and white label.     In the middle of the label is a black and white photo     of a man standing on a pier looking out at the ocean.     The sky is cloudy and the water is calm.     The man is wearing a long coat and a hat, and he is holding a cane.     The record label has text that reads:     “Kerry Devine, ‘Vehicle’, Trapped Animal 2017”.     The text is in a black font.     The style of the image is a photograph.",1980251855,sd3.5-large-turbo,1,https://storage.googleapis.com/promptsteering/21ede6c1-6ee6-44bb-a505-90613da1e277.png,"A black and white image of a man is set into the top of a white record. The man is facing away from the camera, looking out onto the sea with a boardwalk pathway in front of him. He is dressed smartly, like the monopoly man: black top hat, black full length pea coat, trousers and a walking stick. There is a small wave cresting the sore just beyond the edge of the boardwalk. The record sits on a white surface. ",1980251855,0.7641697525978088
