goal_image,reference_prompt,model,attempt,generated_image,prompt,duplicate,steering_user_id,user_id,rating
https://storage.googleapis.com/promptsteering/8cb444c8-8251-457b-b7b7-b8c0a8792c22.png,"A group of six characters from the Dragon Prince series. The characters, from left to right, are: Callum, Ezran, Rayla, Soren, Claudia, and Amaya. Callum is a young man with brown hair and a red scarf. He is holding a staff. Ezran is a young boy with blonde hair and a blue tunic. He is holding a frog. Rayla is a young woman with purple hair and a green cloak. She is holding two swords. Soren is a young man with blond hair and a red cape. He is holding a sword and a shield. Claudia is a young woman with white hair and a purple dress. She is holding a staff. Amaya is a tall woman with dark skin and brown hair. She is wearing armor and holding a spear. The characters are standing in front of a dark blue background. The image is drawn in a cartoon style.",flux-1.1-pro-ultra,3,https://storage.googleapis.com/promptsteering/d608805b-43d6-494a-a3fa-63d70dbf3b84.png,"A group of seven cartoon-style fantasy characters standing together on a dark blue background, drawn in a vibrant and chibi art style. From left to right:

    A young boy with light brown hair, wearing a blue tunic, a red scarf, brown pants, and tall boots. He holds a wooden staff and a small green frog.
    An older boy with dark brown hair, wearing a light blue shirt and a purple scarf around his neck.
    A tall man with short blonde hair, wearing silver-gray armor with diamond-like emblems, a red cape, and a serious expression.
    A small boy with golden blonde hair and a cheerful face, wearing a blue outfit with a short red cape, holding a dagger.
    A young girl with short purple hair and a bright smile, dressed in a green tunic and a matching green cape, holding a short sword.
    A woman with long, wavy platinum blonde hair, wearing a magenta and dark pink gown. She holds a sword in her right hand and smiles softly.
    A tall woman with long, straight white hair, wearing dark, sharp silver and black armor with geometric patterns, holding a tall spear confidently.

The characters' expressions are lively and varied, with large, expressive eyes and smooth, clean linework typical of chibi or stylized cartoon art. The scene gives off a whimsical and heroic fantasy adventure vibe.",False,5c45ad3793f3690001c46767,6148ad8986cdf6fb069b432c,2
https://storage.googleapis.com/promptsteering/8cb444c8-8251-457b-b7b7-b8c0a8792c22.png,"A group of six characters from the Dragon Prince series. The characters, from left to right, are: Callum, Ezran, Rayla, Soren, Claudia, and Amaya. Callum is a young man with brown hair and a red scarf. He is holding a staff. Ezran is a young boy with blonde hair and a blue tunic. He is holding a frog. Rayla is a young woman with purple hair and a green cloak. She is holding two swords. Soren is a young man with blond hair and a red cape. He is holding a sword and a shield. Claudia is a young woman with white hair and a purple dress. She is holding a staff. Amaya is a tall woman with dark skin and brown hair. She is wearing armor and holding a spear. The characters are standing in front of a dark blue background. The image is drawn in a cartoon style.",flux-1.1-pro-ultra,2,https://storage.googleapis.com/promptsteering/3159bb76-fdf5-40a5-98c2-8d2bca513b10.png,"A group of seven cartoon-style fantasy characters standing together on a dark blue background, drawn in a vibrant and chibi art style. From left to right:

    A young boy with light brown hair, wearing a blue tunic, a red scarf, brown pants, and tall boots. He holds a wooden staff and a small green frog.
    An older boy with dark brown hair, wearing a light blue shirt and a purple scarf around his neck.
    A tall man with short blonde hair, wearing silver-gray armor with diamond-like emblems, a red cape, and a serious expression.
    A small boy with golden blonde hair and a cheerful face, wearing a blue outfit with a short red cape, holding a dagger.
    A young girl with short purple hair and a bright smile, dressed in a green tunic and a matching green cape, holding a short sword.
    A woman with long, wavy platinum blonde hair, wearing a magenta and dark pink gown. She holds a sword in her right hand and smiles softly.
    A tall woman with long, straight white hair, wearing dark, sharp silver and black armor with geometric patterns, holding a tall spear confidently.

The characters' expressions are lively and varied, with large, expressive eyes and smooth, clean linework typical of chibi or stylized cartoon art. The scene gives off a whimsical and heroic fantasy adventure vibe.",False,5c45ad3793f3690001c46767,6148ad8986cdf6fb069b432c,1
https://storage.googleapis.com/promptsteering/8cb444c8-8251-457b-b7b7-b8c0a8792c22.png,"A group of six characters from the Dragon Prince series. The characters, from left to right, are: Callum, Ezran, Rayla, Soren, Claudia, and Amaya. Callum is a young man with brown hair and a red scarf. He is holding a staff. Ezran is a young boy with blonde hair and a blue tunic. He is holding a frog. Rayla is a young woman with purple hair and a green cloak. She is holding two swords. Soren is a young man with blond hair and a red cape. He is holding a sword and a shield. Claudia is a young woman with white hair and a purple dress. She is holding a staff. Amaya is a tall woman with dark skin and brown hair. She is wearing armor and holding a spear. The characters are standing in front of a dark blue background. The image is drawn in a cartoon style.",flux-1.1-pro-ultra,4,https://storage.googleapis.com/promptsteering/191fe2d9-6fe2-4412-b7d7-3ca581fccc76.png,"A group of seven cartoon-style fantasy characters standing together on a dark blue background, drawn in a vibrant and chibi art style. From left to right:

    A young boy with light brown hair, wearing a blue tunic, a red scarf, brown pants, and tall boots. He holds a wooden staff and a small green frog.
    An older boy with dark brown hair, wearing a light blue shirt and a purple scarf around his neck.
    A tall man with short blonde hair, wearing silver-gray armor with diamond-like emblems, a red cape, and a serious expression.
    A small boy with golden blonde hair and a cheerful face, wearing a blue outfit with a short red cape, holding a dagger.
    A young girl with short purple hair and a bright smile, dressed in a green tunic and a matching green cape, holding a short sword.
    A woman with long, wavy platinum blonde hair, wearing a magenta and dark pink gown. She holds a sword in her right hand and smiles softly.
    A tall woman with long, straight white hair, wearing dark, sharp silver and black armor with geometric patterns, holding a tall spear confidently.

The characters' expressions are lively and varied, with large, expressive eyes and smooth, clean linework typical of chibi or stylized cartoon art. The scene gives off a whimsical and heroic fantasy adventure vibe.",False,5c45ad3793f3690001c46767,6148ad8986cdf6fb069b432c,2
https://storage.googleapis.com/promptsteering/8cb444c8-8251-457b-b7b7-b8c0a8792c22.png,"A group of six characters from the Dragon Prince series. The characters, from left to right, are: Callum, Ezran, Rayla, Soren, Claudia, and Amaya. Callum is a young man with brown hair and a red scarf. He is holding a staff. Ezran is a young boy with blonde hair and a blue tunic. He is holding a frog. Rayla is a young woman with purple hair and a green cloak. She is holding two swords. Soren is a young man with blond hair and a red cape. He is holding a sword and a shield. Claudia is a young woman with white hair and a purple dress. She is holding a staff. Amaya is a tall woman with dark skin and brown hair. She is wearing armor and holding a spear. The characters are standing in front of a dark blue background. The image is drawn in a cartoon style.",flux-1.1-pro-ultra,5,https://storage.googleapis.com/promptsteering/def2e21e-8185-4fb3-9fb3-e5ed6f4bbd74.png,"A group of seven cartoon-style fantasy characters standing together on a dark blue background, drawn in a vibrant and chibi art style. From left to right:

    A young boy with light brown hair, wearing a blue tunic, a red scarf, brown pants, and tall boots. He holds a wooden staff and a small green frog.
    An older boy with dark brown hair, wearing a light blue shirt and a purple scarf around his neck.
    A tall man with short blonde hair, wearing silver-gray armor with diamond-like emblems, a red cape, and a serious expression.
    A small boy with golden blonde hair and a cheerful face, wearing a blue outfit with a short red cape, holding a dagger.
    A young girl with short purple hair and a bright smile, dressed in a green tunic and a matching green cape, holding a short sword.
    A woman with long, wavy platinum blonde hair, wearing a magenta and dark pink gown. She holds a sword in her right hand and smiles softly.
    A tall woman with long, straight white hair, wearing dark, sharp silver and black armor with geometric patterns, holding a tall spear confidently.

The characters' expressions are lively and varied, with large, expressive eyes and smooth, clean linework typical of chibi or stylized cartoon art. The scene gives off a whimsical and heroic fantasy adventure vibe.",False,5c45ad3793f3690001c46767,6148ad8986cdf6fb069b432c,2
https://storage.googleapis.com/promptsteering/8cb444c8-8251-457b-b7b7-b8c0a8792c22.png,"A group of six characters from the Dragon Prince series. The characters, from left to right, are: Callum, Ezran, Rayla, Soren, Claudia, and Amaya. Callum is a young man with brown hair and a red scarf. He is holding a staff. Ezran is a young boy with blonde hair and a blue tunic. He is holding a frog. Rayla is a young woman with purple hair and a green cloak. She is holding two swords. Soren is a young man with blond hair and a red cape. He is holding a sword and a shield. Claudia is a young woman with white hair and a purple dress. She is holding a staff. Amaya is a tall woman with dark skin and brown hair. She is wearing armor and holding a spear. The characters are standing in front of a dark blue background. The image is drawn in a cartoon style.",flux-1.1-pro-ultra,1,https://storage.googleapis.com/promptsteering/8ce29568-07c6-4272-92e8-3d3d0c600f0b.png,"A group of seven cartoon-style fantasy characters standing together on a dark blue background. From left to right:

    A young boy with brown hair wearing a blue tunic, a red scarf, brown boots, and holding a wooden staff with a green frog on it.
    A slightly older boy with brown hair, wearing a light blue shirt and a purple scarf.
    A tall blonde man with a red cape, gray armor adorned with diamond-like symbols, and a serious expression.
    A small blonde child with a cheerful expression, wearing a blue outfit with a short red cape, holding a dagger.
    A young girl with purple hair wearing a green dress and an emerald green cape, holding a short sword.
    A woman with long white hair, wearing a purple and magenta gown, holding a sword in her right hand and a gentle smile.
    A tall woman with silver-white hair in sleek armor with sharp geometric designs, holding a long spear and wearing a confident expression.

Each character is highly stylized with large, expressive eyes and clean lines typical of chibi or cartoon art. The image exudes a fantasy adventure vibe.",False,5c45ad3793f3690001c46767,6148ad8986cdf6fb069b432c,1
https://storage.googleapis.com/promptsteering/15969289-b668-4d02-a5c0-22a5ca76b5d7.png,A pregnant woman's belly with a pair of blue baby booties resting on it. The woman is wearing a blue shirt. A pair of hands is cupping the booties. Two wedding rings can be seen on the hands. The background is pale blue. The style is a photograph.,flux-dev,3,https://storage.googleapis.com/promptsteering/009f4305-47e5-4645-a86c-010383790bd4.png,Pregnant white woman wearing blue tight and no tshirt holding blue small baby shoesin her hands,False,66d70f8a63fd78797e0776e1,6148ad8986cdf6fb069b432c,3
https://storage.googleapis.com/promptsteering/15969289-b668-4d02-a5c0-22a5ca76b5d7.png,A pregnant woman's belly with a pair of blue baby booties resting on it. The woman is wearing a blue shirt. A pair of hands is cupping the booties. Two wedding rings can be seen on the hands. The background is pale blue. The style is a photograph.,flux-dev,2,https://storage.googleapis.com/promptsteering/1080117c-eccf-4a53-85ff-c5004648525e.png,Pregnant white woman wearing blue tight and no tshirt holding blue small baby shoesin her hands,False,66d70f8a63fd78797e0776e1,6148ad8986cdf6fb069b432c,3
https://storage.googleapis.com/promptsteering/15969289-b668-4d02-a5c0-22a5ca76b5d7.png,A pregnant woman's belly with a pair of blue baby booties resting on it. The woman is wearing a blue shirt. A pair of hands is cupping the booties. Two wedding rings can be seen on the hands. The background is pale blue. The style is a photograph.,flux-dev,4,https://storage.googleapis.com/promptsteering/45fa3d9c-a95e-42bb-873c-7be2b14ad3c9.png,Pregnant white woman wearing blue tight and no tshirt holding blue small baby shoesin her hands,False,66d70f8a63fd78797e0776e1,6148ad8986cdf6fb069b432c,2
https://storage.googleapis.com/promptsteering/15969289-b668-4d02-a5c0-22a5ca76b5d7.png,A pregnant woman's belly with a pair of blue baby booties resting on it. The woman is wearing a blue shirt. A pair of hands is cupping the booties. Two wedding rings can be seen on the hands. The background is pale blue. The style is a photograph.,flux-dev,1,https://storage.googleapis.com/promptsteering/34f916d9-70d4-4c86-b814-92f94abc28c2.png,Pregnant white woman wearing blue tight and no tshirt holding blue small pumps in her hands,False,66d70f8a63fd78797e0776e1,6148ad8986cdf6fb069b432c,2
https://storage.googleapis.com/promptsteering/15969289-b668-4d02-a5c0-22a5ca76b5d7.png,A pregnant woman's belly with a pair of blue baby booties resting on it. The woman is wearing a blue shirt. A pair of hands is cupping the booties. Two wedding rings can be seen on the hands. The background is pale blue. The style is a photograph.,flux-dev,5,https://storage.googleapis.com/promptsteering/2445376e-a5b7-4ce7-930d-d726ad1407e0.png,Pregnant white woman wearing blue tight and no tshirt holding blue small baby shoesin her hands,False,66d70f8a63fd78797e0776e1,6148ad8986cdf6fb069b432c,2
