goal_image,model,steering_user_id,user_id,choice,ref_chosen,first_attempt,first_attempt_prompt,last_attempt,last_attempt_prompt
https://storage.googleapis.com/promptsteering/228dac20-40f9-4d54-a9b3-1bfb1eaabb0e.png,ideogram-v2-turbo,6062450c1bb2c6f42298bda8,5f5aa6d5b8e6411a69e274d5,https://storage.googleapis.com/promptsteering/228dac20-40f9-4d54-a9b3-1bfb1eaabb0e.png,True,https://storage.googleapis.com/promptsteering/b534251c-6eb5-4784-8aba-57c6389af26b.png,A green and brown camouflage printed bomber style jacket with a shiny peach inner lining. The inner tag is black. There is a portrait picture of a woman with black hair on the inner pocket which is exposed. There is a black square patch on the right chest. There are two women's headshots on the black patch. The inner collar has a thin orange lining below the collar.,https://storage.googleapis.com/promptsteering/c171bebe-1eda-4f2f-a991-46cd258a2b0f.png,A green and brown camouflage printed puffy bomber style jacket with a shiny dark peach inner lining. The inner tag is black. There is a right side angle painted portrait of a woman with black hair on the inner pocket which is exposed. The portrait is black and white. There is a black square patch on the right chest. There are two side by side separate women's headshots on the black patch. The headshots are on a light background. The inner collar has a thin orange lining below the collar. The coat is hanging from a metal hanger. There is a gray background.
https://storage.googleapis.com/promptsteering/8e1d8abc-847b-42fd-9119-8a06dfb18612.png,sd3.5-large-turbo,669d39014799ac0cfd3a7135,5f5aa6d5b8e6411a69e274d5,https://storage.googleapis.com/promptsteering/517386c7-2a08-4828-9ff8-18dde08f2c61.png,False,https://storage.googleapis.com/promptsteering/082ef742-5258-4527-9187-3676a41023c3.png,"three young children in a classroom setting. The children appear to be focused on their work, with books and materials visible. A young girl with long, dark hair is sitting in the foreground, smiling at the camera",https://storage.googleapis.com/promptsteering/517386c7-2a08-4828-9ff8-18dde08f2c61.png,"three young children in a classroom setting. The children appear to be focused on their work, with books and materials visible. A young girl with long, dark hair is sitting in the foreground, smiling at the camera"
https://storage.googleapis.com/promptsteering/ebf55e15-b568-4b9f-b4fe-afe0d159c327.png,sd3.5-medium,66718f5356b0c893fa9a9fbe,5f5aa6d5b8e6411a69e274d5,https://storage.googleapis.com/promptsteering/ebf55e15-b568-4b9f-b4fe-afe0d159c327.png,True,https://storage.googleapis.com/promptsteering/d3615550-7dfa-4fc7-b404-14192bf5f45f.png,A picture of a black nike runner shoe that seems to be made of breathable material on a dark grey surface with a white background.,https://storage.googleapis.com/promptsteering/0591da1d-5f60-4145-b095-f47cc75298f8.png,A picture of a right shoe black nike runner shoe with a white sole that seems to be made of modern breathable material facing towards the viewer on a dark grey surface with a white background.
https://storage.googleapis.com/promptsteering/1342280a-eb25-4879-8c23-c420a526c0fa.png,sd3-large,6710121259e81bd14ea46055,5f5aa6d5b8e6411a69e274d5,https://storage.googleapis.com/promptsteering/8a17ae22-26cd-4f24-b8db-cea92d538afc.png,False,https://storage.googleapis.com/promptsteering/933a9fa2-6191-4f85-8396-ed9ad95673eb.png,"Create a colorful and vibrant Las Vegas-themed composition. Include the iconic 'Welcome to Fabulous Las Vegas, Nevada' sign in the center, with elements representing the city's lively atmosphere. Surround the sign with casino-themed items like dice, roulette wheels, playing cards, and stacks of money. Add showgirl figures wearing red feathered headdresses and glamorous costumes for a touch of extravagance. Use a bold and dynamic design, with all elements arranged against a black background for high contrast. Ensure a playful and luxurious Las Vegas vibe.",https://storage.googleapis.com/promptsteering/8a17ae22-26cd-4f24-b8db-cea92d538afc.png,"Illustration in a bold cartoon style on a black background. Center the classic 'Welcome to Fabulous Las Vegas' sign, surrounded by a glamorous showgirl in a red feathered headdress, red dice, a roulette wheel, dollar bills, and playing cards. Vibrant colors and playful composition, capturing the festive Las Vegas vibe."
https://storage.googleapis.com/promptsteering/8257daa5-9a7d-4773-9862-d5431d6c7f50.png,sd3-large,66a273a203ce699ef26e3001,5f5aa6d5b8e6411a69e274d5,https://storage.googleapis.com/promptsteering/8257daa5-9a7d-4773-9862-d5431d6c7f50.png,True,https://storage.googleapis.com/promptsteering/4abe87a2-cf9a-4dc2-92ba-0f100d6ac3b6.png,"a black car muffler with two tubes coming out of it, one tube has a thick end that is facing to the side",https://storage.googleapis.com/promptsteering/c18800f7-1477-487c-a536-58b20c04f3c6.png,"a lone black car muffler with two tubes coming out of it, one tube has a thick end that is facing to the side, realistic picture, white background, the big part is rectangular and the two tubes coming out of it are rounded, the tubes are both coming out of the same side of the rectangular part"
https://storage.googleapis.com/promptsteering/f5524490-b8a4-48d4-9400-bcd65f0930cb.png,sd3.5-large,673c2f64434c71ae8abbd897,5f5aa6d5b8e6411a69e274d5,https://storage.googleapis.com/promptsteering/756ed043-f725-42b7-814d-37d634e57d62.png,False,https://storage.googleapis.com/promptsteering/7c166658-e97f-48e1-bd50-7153e02bab28.png,In the sea and some sea creature,https://storage.googleapis.com/promptsteering/756ed043-f725-42b7-814d-37d634e57d62.png,Barnacles that are yellow inside the sea
https://storage.googleapis.com/promptsteering/a7d41891-35b0-4e89-8d6e-46a03da1f388.png,dall-e-2,65fadd5f6893ba28f04c99e1,5f5aa6d5b8e6411a69e274d5,https://storage.googleapis.com/promptsteering/7b1e3b22-7664-4cd9-a2c0-0c91e4ffdc4d.png,False,https://storage.googleapis.com/promptsteering/9c5fed68-c7a1-4c15-88fc-bd165530d9c5.png,A person wearing white suit and sniffing from the bag,https://storage.googleapis.com/promptsteering/7b1e3b22-7664-4cd9-a2c0-0c91e4ffdc4d.png,A medium old person wearing white suit sited on a chair and sniffing powder from the black suitcase placed on the table
https://storage.googleapis.com/promptsteering/a8f0e4f3-3274-4df0-8cb0-fb372e1b8d99.png,ideogram-v2-turbo,66b0d6ecaaab7cbcd8b2a842,5f5aa6d5b8e6411a69e274d5,https://storage.googleapis.com/promptsteering/a8f0e4f3-3274-4df0-8cb0-fb372e1b8d99.png,True,https://storage.googleapis.com/promptsteering/89fbd55d-656f-44c9-866b-dc43add79c36.png,"A white background with a light brown toast-shaped shape with a dark brown outline. Inside this shape, the upper part of the ""toast"" should say ""COB-SHAPED"" with dark brown capital letters that are arranged in a slight rainbow shape. Below ""COB-SHAPED"" it should say ""CARAMEL"" (all in caps) that fills across the middle part of the toast. ""CARAMEL"" is written in dark brown, with a light brown border that is thinly outlined in dark brown. Below ""CARAMEL"" it should say ""POPCORN"" which is towards the bottom of the toast. ""POPCORN"" should be written in all capital letters of dark brown colour with a light brown outline which is thinly outlined in dark brown. The toast should have yellow corn in a green cob. 2 of these corns should be slightly curved and towards the top of the toast, but on the outside of the toast shape. The other 2 corns should be at the bottom of the toast, and pointing outwards, but outside of the toast shape.",https://storage.googleapis.com/promptsteering/859edd57-75b3-410c-b2e5-b8869f578fe7.png,"A white background with a light brown toast-shaped shape with a dark brown outline. The toast does not have defined edges, they are round and wide. Inside this shape, the upper part of the ""toast"" should say ""COB-SHAPED"" with dark brown capital letters that are arranged in a slight rainbow shape. Below ""COB-SHAPED"" it should say ""CARAMEL"" (all in caps) that fills across the middle part of the toast. ""CARAMEL"" is written in dark brown, with a light brown border that is thinly outlined in dark brown. Below ""CARAMEL"" it should say ""POPCORN"" which is towards the bottom of the toast. ""POPCORN"" should be written in all capital letters of dark brown colour with a light brown outline which is thinly outlined in dark brown. Make sure the ""COB-SHAPED"" text is smaller than ""CARAMEL"" and that ""POPCORN"" is smaller than ""CARAMEL"". The toast should have 4 yellow corns in a green cob. 2 of these corns should be slightly curved and towards the outside top of the toast. The other 2 corns should be at the bottom outside of the toast, and pointing outwards. Make sure the corns are part of the white background."
https://storage.googleapis.com/promptsteering/37a4da0e-4fa4-44cc-9f8b-0a90354522e6.png,photon-flash,66b38624283af88b5fb39daa,5f5aa6d5b8e6411a69e274d5,https://storage.googleapis.com/promptsteering/be9617ef-d5f6-4902-97da-2b28d7284715.png,False,https://storage.googleapis.com/promptsteering/c84b3cc2-85ce-4e1e-80b7-3be454bcc105.png,Image of a rabbit,https://storage.googleapis.com/promptsteering/be9617ef-d5f6-4902-97da-2b28d7284715.png,Image of a rabbit in a black frame and white background The rabbit's face is woven from tree leaves  and there is a flower on top of its head
https://storage.googleapis.com/promptsteering/203175ed-7224-4df5-beb3-b88d7493106d.png,sd3.5-medium,673b27194ee61c182145405b,5f5aa6d5b8e6411a69e274d5,https://storage.googleapis.com/promptsteering/cb7cc2a1-9be2-468f-8389-b0f1518d2299.png,False,https://storage.googleapis.com/promptsteering/b488d3d4-64bd-4a96-b7ec-1043bc76c602.png,"A gilled mushroom with a thick, wide top is growing from the bark of a tree. The mushroom has a sprinkling of snow on top.",https://storage.googleapis.com/promptsteering/cb7cc2a1-9be2-468f-8389-b0f1518d2299.png,"A gilled mushroom with a thick, very wide top and a bulge halfway up the stalk is growing from the bark on the right side of a tree. The mushroom has a sprinkling of snow on top and is viewed slightly from below."
